name,customizable_games,children's_games,thematic_games,strategy_games,abstract_games,family_games,wargames,party_games
Race,0,0,0,0,0,0,0,0
My First Rummikub,0,1,0,0,1,0,0,0
SchreckLicht,0,0,0,0,0,0,0,0
Ninja Wars,0,0,0,0,0,0,0,0
Touché,0,0,0,0,1,0,0,0
Elementals,0,0,0,0,0,0,0,0
Europareise,0,0,0,0,0,0,0,0
Hit the Deck,0,0,0,0,0,0,0,0
Best of British,0,0,0,0,0,0,0,0
Greedy Wizards,0,0,0,0,0,0,0,0
Hand Made Wonders,0,0,0,0,0,0,0,0
Combat Command: Tactical Armored Warfare,0,0,0,0,0,0,1,0
Back Off! Buzzard,0,1,0,0,0,0,0,0
Hercules: The Legendary Journeys,0,0,0,0,0,0,0,0
Lotus,0,0,0,0,1,0,0,0
Tears of the Dragon,0,0,1,0,0,0,1,0
SPI Football,0,0,0,0,0,0,0,0
Balancing Aliens,0,0,0,0,0,0,0,0
Time Jockeys,0,0,0,0,0,0,0,0
Utter Nonsense,0,0,0,0,0,0,0,0
On Top,0,0,0,0,1,0,0,0
Santa VS Jesus,0,0,0,0,0,0,0,0
Trivial Pursuit: All American Edition,0,0,0,0,0,0,0,0
Ballons,0,1,0,0,0,0,0,0
Santa Timea,0,0,0,0,0,0,0,0
Wolsung: The Boardgame,0,0,0,0,0,0,0,0
Junior Alias,0,1,0,0,0,0,0,0
Chicago,0,0,0,1,0,0,0,0
Are You Normal?,0,0,0,0,0,0,0,0
Chute-5,0,0,0,0,0,0,0,0
8-28,0,0,0,0,0,0,0,0
Twelve Caesars,0,0,0,0,0,0,0,0
Cows Can't Dance (But They Like to Be Asked!),0,0,0,0,0,0,0,0
Election USA,0,0,0,0,0,0,0,0
Bad Grandmas,0,0,0,0,0,0,0,0
Extinction,0,0,0,0,0,0,0,0
Banana Bandits,0,0,0,0,0,0,0,0
Skräll,0,0,0,0,0,0,1,0
Sunblock,0,0,0,0,0,0,0,0
Celtyckie Miecze,0,0,0,0,0,0,1,0
Malta Convoy: Operation Pedestal,0,0,0,0,0,0,1,0
Bounty,0,0,0,0,0,0,0,0
Adventurer: Card Game,0,0,0,0,0,0,0,0
Quick Wit,0,0,0,0,0,0,0,0
Deck Building: The Deck Building Game,0,0,0,0,0,0,0,0
Waterworks,0,0,0,0,0,1,0,0
Tempest of the Gods,1,0,0,0,0,0,0,0
Carmarace,0,0,0,0,0,0,0,0
Scrabble Rebus,0,0,0,0,0,0,0,0
MythBusters: The Game,0,0,0,0,0,0,0,0
Damn the Torpedoes!,0,0,0,0,0,0,1,0
Murphy,0,0,0,0,0,0,0,0
Paititi,0,0,0,0,0,0,0,0
MimiQ,0,0,0,0,0,0,0,0
Harry Potter Hogwarts Dueling Club Game,0,0,0,0,0,0,0,0
Riddles & Riches,0,0,0,0,0,0,0,0
VH1 Pop Up Video Game,0,0,0,0,0,0,0,0
Joomba!,0,0,0,0,0,0,0,0
Space Checkers,0,0,0,0,1,0,0,0
Berzerk,0,0,0,0,1,0,0,0
Quest Cards,0,0,0,0,0,0,0,0
"Ship, Captain, and Crew",0,0,0,0,0,0,0,0
Wind & Wetter,0,0,0,0,0,0,0,0
Soccerama,0,0,0,0,0,0,0,0
Migrato,0,0,0,0,0,0,0,0
Trivial Pursuit: Star Wars - Episode I,0,0,0,0,0,0,0,0
Power Barons,0,0,0,1,0,1,0,0
The X-Files Collectible Card Game,1,0,0,0,0,0,0,0
Monopoly: Spanish,0,0,0,0,0,0,0,0
Alchemist Academy,0,0,0,0,0,0,0,0
Derby Days,0,1,0,0,0,0,0,0
Back to Iraq,0,0,0,0,0,0,1,0
Bowling for Zombies!!!,0,0,0,0,0,0,0,0
Casino Hot Dog,0,1,0,0,0,0,0,0
Peasant Buffet,0,0,0,0,0,0,0,0
The Witcher,0,0,0,0,0,0,0,0
Scandinavia and the World: A Heap of Trouble,0,0,0,0,0,0,0,0
5 Alive,0,0,0,0,0,0,0,0
Fredericus,0,0,0,1,0,1,0,0
Pergamemnon,0,0,0,0,0,0,0,0
Virus & Co,0,0,0,0,0,0,0,0
Pivot,0,0,0,0,0,0,0,0
CatTube Famous,0,0,0,0,0,0,0,0
Kismet,0,0,0,0,0,0,0,0
Splash Attack,0,1,0,0,0,0,0,0
Rhino Hero: Active Kids,0,0,0,0,0,0,0,0
The Bionic Woman,0,1,0,0,0,0,0,0
Monopoly: The Legend of Zelda,0,0,0,0,0,0,0,0
Свинтус,0,0,0,0,0,0,0,0
"Si, Oscuro Padrino!",0,0,0,0,0,0,0,0
Surviving: One month in,0,0,0,0,0,0,0,0
Tis The Season: Christmas Trivia,0,0,0,0,0,0,0,0
NECTAR,0,0,0,0,0,0,0,0
Geni!,0,0,0,0,0,0,0,0
Monopoly: Crazy Cash,0,0,0,0,0,0,0,0
The Red Dragon's Lair,0,0,0,0,0,0,0,0
My Word,0,0,0,0,0,0,0,0
The Real Ghostbusters Game,0,0,0,0,0,0,0,0
Eagles of the Empire: Napoleon in the Desert,0,0,0,0,0,0,1,0
Apache: A Game of the Old West,0,0,0,0,0,0,1,0
Candy Land Castle,0,1,0,0,0,0,0,0
Cul-De-Sac Conquest,0,0,0,0,0,0,0,0
Hot Spot,0,0,0,0,0,0,1,0
Nmbrs!,0,0,0,0,0,0,0,0
Monopoly: My Marvel Heroes,0,0,0,0,0,0,0,0
Zombies!!! The Card Game,0,0,0,0,0,0,0,0
Frik,0,0,0,0,0,0,0,0
Yum,0,0,0,0,0,0,0,0
Corda,0,0,0,0,1,0,0,0
Doomtrooper,1,0,0,0,0,0,0,0
Beim Zeus!,0,0,0,0,0,0,0,0
Pipeline,0,0,0,0,1,0,0,0
Imaginiff,0,0,0,0,0,0,0,1
Arena of Death,0,0,0,0,0,0,1,0
London 1888,0,0,0,0,0,0,0,0
Serendipity,0,0,0,0,1,0,0,0
Ergo,0,0,0,0,1,0,0,0
Funny Bunny,0,1,0,0,0,0,0,0
Valiant Universe: The Deckbuilding Game,0,0,0,0,0,0,0,0
Da geht was ab im Morgenland,0,0,0,0,0,0,0,0
Finity,0,0,0,0,0,0,0,0
Masters of the Universe 3-D Action Game,0,1,0,0,0,0,0,0
UNO: Disney Princess,0,0,0,0,0,0,0,0
The Disneyland Game,0,1,0,0,0,0,0,0
Napoleonic Battles: Austerlitz 1805,0,0,0,0,0,0,1,0
Twisted Fish,0,0,0,0,0,0,0,0
Barbeque Party,0,0,0,0,0,0,0,0
Uno Tippo,0,0,0,0,0,0,0,0
Engineering Ants,0,0,0,0,0,0,0,0
Lightning Reaction,0,0,0,0,0,0,0,0
Mother Sheep,0,0,0,0,0,0,0,0
Banana Republic,0,0,0,0,0,0,0,0
We Are Dead: Zombie Mall Massacre,0,0,0,0,0,0,0,0
Airlines: United States Set 2,0,0,0,0,0,0,0,0
The Great Snowball Battle,0,0,0,0,0,0,0,0
Knock Out,0,0,0,0,1,0,0,0
Sum Swamp,0,0,0,0,0,0,0,0
Triazzle,0,0,0,0,1,0,0,0
Deadland,0,0,0,0,0,0,0,0
Battle Platform Antilles,0,0,0,0,0,0,0,0
Word Pirates!,0,0,0,0,0,0,0,0
La Criatura,0,0,0,0,0,0,0,0
Haps,0,0,0,0,0,0,0,0
Chaos Marauders (Second Edition),0,0,1,0,0,0,0,0
Trivial Pursuit: 10th Anniversary,0,0,0,0,0,0,0,0
This Vs That,0,0,0,0,0,0,0,0
Take Off!,0,0,0,0,0,1,0,0
Husker Du?,0,1,0,0,0,0,0,0
Marvel Trivia Game,0,0,0,0,0,0,0,0
Oh What a Mountain!,0,1,0,0,0,0,0,0
Dweebs Geeks & Weirdos,0,1,0,0,0,0,0,0
What's in Ned's Head?,0,0,0,0,0,0,0,0
Banditos,0,0,0,0,0,0,0,0
Fight City,0,0,0,0,0,0,0,0
The Best of TV and Movies,0,0,0,0,0,0,0,0
Shelby's Snack Shack Game,0,0,0,0,0,0,0,0
Oppai Go,0,0,0,0,0,0,0,0
Bubble Talk,0,0,0,0,0,0,0,0
Bandits on Mars,0,0,0,0,0,0,0,0
Orangino,0,0,0,0,0,0,0,0
Politisk ukorrekt,0,0,0,0,0,0,0,0
Humpty Dumpty's Wall Game,0,1,0,0,0,0,0,0
Qubic,0,0,0,0,1,0,0,0
Dragonriders of Pern,0,0,0,0,0,0,0,0
Jaunty Jalopies,0,0,0,0,0,0,0,0
Monopoly Free Parking Mini Game,0,0,0,0,0,0,0,0
Golf,0,0,0,0,1,1,0,0
Miskatonic School for Girls,0,0,1,0,0,0,0,0
ZomBee,0,0,0,0,0,0,0,0
J.U.M.P. Into the Unknown,0,0,0,0,0,0,1,0
Arkham Ritual,0,0,0,0,0,0,0,0
Die Weinhändler,0,0,0,0,0,0,0,0
Alien Invasion,0,0,0,0,0,0,0,0
Lemony Snicket's A Series of Unfortunate Events: The Catastrophic Card Game,0,0,0,0,0,0,0,0
Professor Tempus,0,0,0,0,0,0,0,0
Hamunaptra: Aventures dans la Grande Pyramide,0,0,0,0,0,0,0,0
Titus,0,0,0,0,0,0,0,0
Blood of the Werewolf,0,0,0,0,0,0,0,0
Campbell's Alphabet Dice Game,0,0,0,0,0,0,0,0
Cup of Bluff,0,0,0,0,0,0,0,0
Hexxagon,0,0,0,0,1,0,0,0
Guess Where?,0,1,0,0,0,0,0,0
Tetris Tower 3D,0,0,0,0,0,0,0,0
Monkey Madness,0,1,0,0,0,0,0,0
Tau Ceti: Planetary Crisis,0,0,0,1,0,0,0,0
Doubletrack,0,0,0,0,0,0,0,0
Who Wants to Be a Millionaire Junior,0,1,0,0,0,0,0,0
Chameleon,0,0,0,0,0,0,0,0
UNO: Harry Potter,0,0,0,0,0,0,0,0
Pirate and Traveler,0,0,0,0,0,0,0,0
Ninja Rush,0,0,0,0,0,0,0,0
Bunker Poker,0,0,0,0,0,0,0,0
Zombie-opoly,0,0,0,0,0,0,0,0
Brin de Jasette,0,0,0,0,0,0,0,0
Tellstones: King's Gambit,0,0,0,0,0,0,0,0
The Princess and the Pea,0,1,0,0,0,0,0,0
Antarctica,0,0,0,0,0,0,1,0
Cro-Magnon,0,0,0,0,0,0,0,0
StrataGem,0,0,0,0,1,0,0,0
Hans Dampf,0,0,0,0,0,0,0,0
Mad QUAO,0,0,0,0,0,0,0,1
Gierki Małżeńskie,0,0,0,0,0,0,0,0
Schafe Schnappen,0,0,0,0,0,0,0,0
Gangster II: Le Pro,0,0,0,0,0,0,0,0
Camper Tour,0,0,0,0,0,0,0,0
Scene It? Disney,0,0,0,0,0,0,0,0
The Twilight War,0,0,0,0,0,0,1,0
Falling,0,0,0,0,0,0,0,1
Civility,0,0,0,0,0,0,0,0
War Cards,0,0,0,0,0,0,1,0
Wangaratta,0,0,0,0,0,0,0,0
Dschingis Khan: Bewegung an der Großen Mauer,0,0,0,0,1,0,0,0
Gold Ahoy!,0,0,0,0,1,1,0,0
Monopoly: The Wizard of Oz - Collector's Edition,0,0,0,0,0,0,0,0
Phase 10 Master,0,0,0,0,0,0,0,0
Farm Families,0,1,0,0,0,0,0,0
Startup Fever,0,0,1,1,1,0,0,0
Catan: Chocolate Edition,0,0,0,0,0,0,0,0
7 Safari,0,1,0,0,0,0,0,0
Seas of Iron,0,0,0,0,0,0,0,0
Dark Victory: The Battle of the Alamo,0,0,0,0,0,0,1,0
Agent Doppelnull,0,0,0,0,0,0,0,0
Piratenpoker,0,0,0,0,0,0,0,0
Long Cours,0,0,0,0,0,0,0,0
Kivi,0,0,0,0,0,0,0,0
The All Canadian Trivia Board Game,0,0,0,0,0,0,0,0
F*ck This!,0,0,0,0,0,0,0,0
Nibelungen,0,0,0,0,0,0,0,0
The Shining: Escape from the Overlook Hotel,0,0,0,0,0,0,0,0
Scavenger Hunt,0,0,0,0,0,0,0,0
G.I. Joe Adventure Board Game,0,0,0,0,0,0,0,0
Cash Flow,0,0,0,0,0,0,0,0
The Top 10 Game,0,0,0,0,0,0,0,0
Alpen Roulette,0,0,0,0,0,0,0,0
iGranie z Gruzem,0,0,0,0,0,0,0,0
eBay: The Card Game,0,0,0,0,0,0,0,0
60 Seconds to Save the World,0,0,0,0,0,0,0,0
Pop Belly,0,1,0,0,0,0,0,0
Sweet Valley High,0,0,0,0,0,0,0,0
Fishing for Terrorists Version 2.0,0,0,0,0,0,0,0,0
Black Stories Junior: Green Stories,0,0,0,0,0,0,0,0
Amos Daragon,0,0,0,0,0,0,0,0
My Dwarves Fly,0,0,0,0,0,0,0,0
Stacrobats,0,1,0,0,0,0,0,0
Moonstar,0,0,0,0,1,0,0,0
Jumping Jack,0,0,0,0,0,0,0,0
Walk the Plank,0,0,0,0,0,0,0,0
Monopoly: Dutch Edition,0,0,0,0,0,0,0,0
Sword & Skull,0,0,1,0,0,1,0,0
Megastar,0,0,0,0,0,1,0,1
Toss Your Cookies,0,0,0,0,0,0,0,0
Acrobats,0,0,0,0,0,0,0,0
NinjaGO,0,0,0,0,0,0,0,0
Bram Stoker's Dracula: The Board Game,0,0,0,0,0,0,0,0
Dragon,0,0,0,0,0,0,0,0
Descent: Legends of the Dark,0,0,0,0,0,0,0,0
How to Human,0,0,0,0,0,0,0,0
Stranger Things: Eggo Card Game,0,0,0,0,0,0,0,0
Sneeze,0,0,0,0,1,0,0,0
Armor Supremacy,0,0,0,0,0,0,0,0
Landyland,0,0,0,0,1,0,0,0
Coco Crazy,0,1,0,0,0,0,0,0
Escape The Night: The Board Game,0,0,0,0,0,0,0,0
Destination London,0,0,0,0,0,0,0,0
Estanciero,0,0,0,0,0,0,0,0
Mister Bill,0,0,0,0,0,0,0,0
Nizza,0,0,0,0,0,0,0,0
4th Corner,0,0,0,0,1,0,0,0
Mondo: Der rasante Legespaß,0,0,0,0,0,0,0,0
Abracadabra,0,0,0,0,0,0,0,0
Uskoci: A Card Game of Croatian Pirates,0,0,1,0,0,0,0,1
Eye 'N Seek,0,0,0,0,0,0,0,0
Dying Lights,0,0,0,0,0,0,1,0
Avalon Hill Game Company's Game of Trivia,0,0,0,0,0,0,0,0
Shoot Out,0,0,1,0,0,0,0,0
Media Mogul,0,0,0,0,0,0,0,0
Monopoly: Looney Tunes,0,0,0,0,0,0,0,0
Trivial Pursuit: Volume 6,0,0,0,0,0,0,0,1
Spontuneous,0,0,0,0,0,0,0,0
Redakai,1,0,0,0,0,0,0,0
Wands,0,0,0,0,0,0,0,0
Pictionary: Bible,0,0,0,0,0,0,0,0
Battlecards: World Conflict - Western European Campaign - Starter Set,0,0,0,0,0,0,1,0
Big Badaboom,0,0,0,0,0,0,0,0
Aura Poku,0,0,0,0,0,0,0,0
Wildside,0,0,0,0,0,0,0,0
Mermaid Island,0,0,0,0,0,0,0,0
Exile Sun,0,0,0,1,0,0,1,0
Objective: Tunis,0,0,0,0,0,0,1,0
Skullduggery,0,0,0,0,0,0,0,0
Coffee!,0,0,0,0,0,0,0,0
Ghostly Galleon,0,1,0,0,0,0,0,0
Awans: Zostań Marszałkiem Polski,0,0,0,0,0,0,0,0
Doctor Who: The Game of Time & Space,0,0,1,0,0,0,0,0
Tri-Trac,0,0,0,0,1,0,0,0
Bionic Crisis,0,0,0,0,1,0,0,0
Shark Island,0,0,0,0,0,0,0,0
Tummy Ache,0,1,0,0,0,0,0,0
Spanish Civil War Battles: Vol. 2 - Guadalajara & Penarroya,0,0,0,0,0,0,1,0
A Dog's Life,0,0,0,0,0,0,0,0
Picture Pursuit,0,0,0,0,0,0,0,0
Oxford Dilemma,0,0,0,0,0,0,0,0
Unita,0,0,0,0,0,0,0,0
Hunter's Guild: The Vampire Forest,0,0,0,0,0,0,0,0
Starleader: Assault! - A Futuristic Man-To-Man Combat Game,0,0,0,0,0,0,1,0
Differix,0,1,0,0,0,0,0,0
Hocus Focus,0,1,0,0,0,0,0,0
Billy Biber,0,1,0,0,0,0,0,0
Monopoly: The Simpsons Electronic Banking Edition,0,0,0,0,0,0,0,0
Totem,0,0,0,0,0,0,0,0
Interstellar Wars,0,0,0,0,0,0,1,0
Pride and Prejudice: The Game,0,0,0,0,0,0,0,0
Isegrim,0,0,0,0,0,0,0,0
Grand Prix,0,1,0,0,0,0,0,0
Zug nach Westen,0,0,0,0,0,0,0,0
Terra Evolution,0,0,0,0,0,0,0,0
The Dinosaur Game: Survival or Extinction,0,0,0,0,0,0,0,0
Restaurant,0,0,0,0,0,0,0,0
Fantasy Dice Battles,0,0,0,0,0,0,0,0
Wildlife DVD Boardgame,0,0,0,0,0,0,0,0
Monopoly: Elvis Presley 25th Anniversary,0,0,0,0,0,0,0,0
Caravans of Ahldarahd,0,0,0,0,0,0,0,0
Schnipp Schnapp,0,1,0,0,0,0,0,0
Questo Gioco del Ca... lcio,0,1,0,0,0,0,0,0
Archimedes,0,0,0,0,1,0,0,0
TriBond Card Game,0,0,0,0,0,0,0,0
High School Drama!,0,0,0,0,0,0,0,0
Deus Vult!,0,0,0,0,1,0,0,0
Ninjago: The Board Game,0,0,0,0,0,0,0,0
Guru,0,0,0,0,0,0,0,0
Pacific War Classics Vol 1: Tarawa & Saipan,0,0,0,0,0,0,1,0
Bad Babiez,0,0,0,0,0,0,0,0
Killer Bunnies and the Ultimate Odyssey,0,0,0,0,0,0,0,0
LEGO Constructionary Game,0,0,0,0,0,0,0,0
Monopoly: Doctor Who,0,0,0,0,0,0,0,0
Forgotten Axis: Murmansk 1941,0,0,0,0,0,0,1,0
Diên Biên Phu,0,0,0,0,0,0,1,0
Electronic Pictionary Man,0,0,0,0,0,0,0,0
Card Rogue,0,0,0,0,0,0,0,0
Battle for Basra,0,0,0,0,0,0,1,0
Monopoly: Justice League of America,0,0,0,0,0,0,0,0
Laser Cat Attack!,0,0,0,0,0,0,0,0
Tue Fourre Marie... et pire encore!,0,0,0,0,0,0,0,0
The Grand Alchemist,0,0,0,0,0,0,0,0
Sushi Roll!,0,0,0,0,0,0,0,0
Pechvogel,0,0,0,0,0,0,0,0
Bubble Bomb,0,0,0,0,0,0,0,0
Start Your Own Riot!,0,0,0,0,0,0,0,0
Höhlengrölen,0,0,0,0,0,0,0,0
Ali Baba,0,0,0,0,0,0,0,0
World Championship Dodge Ball,0,0,0,0,0,0,0,0
The Smurf Game,0,1,0,0,0,0,0,0
Million Dollars But... The Game,0,0,0,0,0,0,0,0
The Addams Family Family Reunion Game,0,1,0,0,0,0,0,0
Disney Pictionary DVD Game,0,0,0,0,0,0,0,0
Proton,0,0,0,0,0,0,0,0
Appletters,0,0,0,0,0,1,0,0
Loaded Questions: Adult Version,0,0,0,0,0,0,0,0
Undercover in Europa,0,0,0,0,0,0,0,0
Bewitched,0,1,0,0,0,0,0,0
Shanghai,0,0,0,0,0,0,0,0
Ruddy Vikings,0,0,0,0,0,0,0,0
Ein Nilpferd kommt selten allein,0,0,0,0,0,0,0,0
CIA: Collect It All,0,0,0,0,0,0,0,0
Larry,0,0,0,0,0,0,0,0
Weed!,0,0,0,0,0,0,0,0
Monopoly: Transformers,0,0,0,0,0,0,0,0
Die Drachenbändiger von Zavandor,0,0,0,0,0,0,0,0
90°,0,0,0,0,0,0,0,0
Bunny Hop,0,1,0,0,0,0,0,0
Crazy Crocodiles,0,1,0,0,0,0,0,0
Krusade,0,0,0,0,1,0,0,0
First to Reverse,0,1,0,0,0,0,0,0
Zakgeldspel,0,0,0,0,0,0,0,0
Goldrush-City,0,0,0,0,0,0,0,0
Rainbows,0,0,0,0,0,0,0,0
BoardGameGeek: The Card Game,0,0,0,0,0,0,0,0
Astérix et les Romains,0,1,0,0,0,0,0,0
Star Wars: Yoda the Jedi Master,0,1,0,0,0,0,0,0
The X-Files Trivia Game,0,0,0,0,0,0,0,0
X-Men: Crisis in the Danger Room,0,0,0,0,0,0,0,0
Jailbreakers: Plan Your Escape,0,0,0,0,0,0,0,0
Owzthat,0,0,0,0,0,0,0,0
Bible Challenge,0,0,0,0,0,0,0,0
3D Tic Tac Toe,0,0,0,0,1,0,0,0
Heuchel und Meuchel,0,0,0,0,0,0,0,0
Ninjutsu: Battle of the Ninjas,0,0,0,0,0,0,0,0
Marvel Trivia Game,0,0,0,0,0,0,0,0
Atmosfear: The DVD Board Game,0,0,0,0,0,0,0,1
Destruct 3,0,0,0,0,0,1,0,1
6 Billion,0,0,0,0,0,0,0,0
Exploding Kittens: Newbie Edition,0,0,0,0,0,0,0,0
Battleship,0,0,0,0,0,0,0,0
Kakerlakak,0,0,0,0,0,0,0,0
Karate Fight,0,0,0,0,0,0,0,0
Hexus,0,0,0,0,1,0,0,0
Dead End,0,0,1,0,0,0,0,0
The Game of CHIPS,0,0,0,0,0,0,0,0
S-Evolution,0,0,0,0,0,0,0,0
Temple Run: Speed Sprint Card Game,0,0,0,0,0,0,0,0
Recess!,0,0,0,0,0,0,0,0
Six Cubes,0,0,0,0,1,0,0,0
Pizza XXL,0,0,0,0,0,0,0,0
Monopoly City,0,0,0,0,0,1,0,0
The Dangerous Book for Boys Game,0,0,0,0,0,0,0,0
The Last Banquet,0,0,0,0,0,0,0,1
Geeks: The Convention,0,0,0,0,0,0,0,0
Master of Orion: Conquest,0,0,0,0,0,0,0,0
Balance,0,1,0,0,0,1,0,0
Black Stories Mystery Edition,0,0,0,0,0,0,0,1
Fowl Play,0,0,0,0,0,0,0,0
"Run for Your Life, Candyman!",0,0,0,0,0,0,0,0
Bunte Vögel,0,0,0,0,0,0,0,0
Flock,0,0,0,0,0,0,0,0
Beware of the Dog,0,0,0,0,0,0,0,0
Habana Taxi,0,0,0,0,0,0,0,0
Dumb Ass,0,0,0,0,0,0,0,0
Angry Birds: Star Wars - Jenga Death Star Game,0,0,0,0,0,0,0,0
Dagon contra el Hechicero de los Reinos Negros,0,0,0,0,0,0,0,0
Virus the Card Game,0,0,0,0,0,0,0,0
The Dick Tracy Game,0,0,0,0,0,0,0,0
Herd Your Horses,0,0,0,0,0,0,0,0
Habitat,0,0,1,0,0,1,0,0
Angry Dice,0,0,0,0,0,0,0,0
Ninety-Nine,0,0,0,0,0,0,0,0
Clever Endeavor,0,0,0,0,0,0,0,1
Gangster,0,0,0,0,0,0,0,0
3012,0,0,0,0,0,0,0,0
Piston Cup,0,1,0,0,0,0,0,0
Survivor: The Game,0,0,0,0,0,0,0,0
King's Vineyard,0,0,0,0,0,0,0,0
Snail Race,0,1,0,0,0,0,0,0
Dragon Master,0,0,0,0,0,0,0,0
Kismet,0,0,0,0,0,0,0,0
Stop,0,0,0,0,0,0,0,0
WWF Wrestling Challenge,0,0,0,0,0,0,0,0
Best of TriBond,0,0,0,0,0,0,0,0
500 Malicious Cards,0,0,0,0,0,0,0,0
Galapagos,0,0,0,0,0,0,0,0
Beer & Vikings,0,0,0,0,0,0,0,0
Adversity,0,0,0,0,0,0,0,0
Monopoly: Scooby-Doo! Fright Fest,0,0,0,0,0,0,0,0
Noches de Sangre,0,0,1,0,0,0,0,0
Ducklings: A Game About Parenting!,0,0,0,0,0,0,0,0
Super WHY ABC Letter Game,0,1,0,0,0,0,0,0
Hedbanz for Kids,0,1,0,0,0,0,0,0
Teraforming,0,0,0,0,0,0,0,0
Top Hats,0,0,0,0,1,0,0,0
Get Nifty,0,0,0,0,0,0,0,0
Book of Mormon Battles,0,0,0,0,0,0,0,0
Jump!,0,0,0,0,0,0,0,0
"Zobmondo!! Would You Rather...? twisted, sick and wrong",0,0,0,0,0,0,0,0
Hail to the Chief,0,0,0,0,0,0,0,0
Roope-Setä Liikemiespeli,0,1,0,0,0,0,0,0
Totem Land,0,0,0,0,1,0,0,0
Yahtzee Turbo,0,0,0,0,0,0,0,0
GoLong Football Dice Game,0,0,1,0,0,1,0,0
Harry Potter and the Chamber of Secrets Trivia Game,0,0,0,0,0,0,0,0
Blockhead!,0,0,0,0,0,1,0,0
Rum Rebellion,0,0,0,0,0,0,0,0
Firefly: Shiny Dice,0,0,0,0,0,0,0,0
Daring Eagle,0,0,0,0,0,0,0,0
The Dukes of Hazzard Card Game,0,0,0,0,0,0,0,0
Dingo,0,1,0,0,0,0,0,0
Gearworld: The Borderlands,0,0,0,1,0,0,0,0
Rooster Rush,0,0,0,0,0,0,0,0
Scrabble Apple,0,0,0,0,0,0,0,0
Rock Trivia,0,0,0,0,0,0,0,0
Market Day,0,1,0,0,0,0,0,0
Battleship Command: Pirates of the Caribbean,0,0,0,0,0,0,0,0
Crisis: Tokyo,0,0,0,0,0,0,0,0
Monopoly: Moscow,0,0,0,0,0,0,0,0
Bataclan,0,0,0,0,0,0,0,0
Over Under Game,0,0,0,0,0,0,0,0
Atlantida,0,0,1,1,0,0,0,0
Bravest Warriors Co-operative Dice Game,0,0,0,0,0,0,0,0
Hypnose,0,0,0,0,0,0,0,0
Those Pesky Garden Gnomes,0,0,0,0,0,0,0,0
The Voting Game,0,0,0,0,0,0,0,0
RuneCast,0,0,0,0,0,0,0,0
Dilbert: Escape from Cubeville,0,0,0,0,0,0,0,0
Ice Cold Ice Hockey,0,0,0,0,0,0,0,0
Mad About Movies!,0,0,0,0,0,0,0,0
Jolly Octopus,0,0,0,0,0,0,0,0
UNO Spin,0,0,0,0,0,1,0,0
Inner Circle,0,0,0,0,1,1,0,0
Save the President,0,0,0,0,0,0,0,0
Meschugge,0,0,0,0,0,0,0,0
Don't Be A Dork: The Ultimate Party Adventure Game!,0,0,0,0,0,0,0,0
Die Augen der Kali,0,0,0,0,0,0,0,0
Climate-Poker,0,0,0,0,0,0,0,0
Trivial Pursuit Steal Card Game,0,0,0,0,0,0,0,0
Bard Saga,0,0,0,0,0,0,0,0
Personally Incorrect,0,0,0,0,0,0,0,0
Spuzzle,0,0,0,0,0,0,0,0
Rollin' Bones: Pirates of the Caribbean (On Stranger Tides) Dice Game,0,0,0,0,0,0,0,0
Bonje in de stal,0,0,0,0,0,0,0,0
Humm...ble,0,0,0,0,0,0,0,0
Porca Miseria,0,1,0,0,0,0,0,0
Trivial Pursuit: Genus IV,0,0,0,0,0,1,0,1
The Inventors,0,0,0,0,0,0,0,0
"Remagen: Bridgehead on the Rhine, March 1945",0,0,0,0,0,0,1,0
Machu Picchu,0,0,0,0,0,0,0,0
Dracarys Dice,0,0,0,0,0,0,0,0
ToeShamBo,0,0,0,0,0,0,0,0
Section X,0,0,0,0,0,0,0,0
Mind Twist,0,0,0,0,0,0,0,0
Ulcers,0,0,0,0,0,0,0,0
Fight Klub,1,0,0,0,0,0,0,0
Rubik's Revolution,0,0,0,0,0,0,0,0
Pirates vs. Ninjas,0,0,0,0,0,0,0,0
Where in the USA is Carmen Sandiego?,0,0,0,0,0,0,0,0
Don't Let the Pigeon Drive the Bus Game!,0,0,0,0,0,0,0,0
Drachenfels,0,0,0,0,0,0,0,0
Schlafmütze,0,0,0,0,0,0,0,0
Sicilianos,0,0,0,0,0,0,0,0
Fighting Fantasy Battle Cards,1,0,0,0,0,0,0,0
Hatch:  the Dragonology Card Game,0,0,0,0,0,0,0,0
Shark Bite,0,0,0,0,0,0,0,0
City Blocks,0,0,0,0,0,1,0,0
Into the Forest,0,0,0,0,0,0,0,0
Card Caper,0,0,0,0,0,0,0,0
Défis Nature,0,0,0,0,0,0,0,0
Inkognito: The Card Game,0,0,0,0,0,1,0,0
DEER LORD!,0,0,0,0,0,0,0,0
Wobble,0,0,0,0,0,1,0,0
Monsters & Maidens,0,0,0,0,0,0,0,0
Ultra Ducks,0,0,0,0,0,0,0,0
The 7th Dwarf,0,0,0,0,0,0,0,0
Monopoly: Vintage Game Collection,0,0,0,0,0,0,0,0
The Legend of Zelda,0,1,0,0,0,0,0,0
Huída del Imperio Cobra II,0,0,0,0,0,0,0,0
Geld & Börse,0,0,0,0,0,0,0,0
Monopoly: NFL Official,0,0,0,0,0,0,0,0
Camelot,0,0,0,0,0,0,1,0
Monopoly: Pirates of the Caribbean,0,0,0,0,0,0,0,0
SuDoku: The Card Game,0,0,0,0,1,1,0,0
